Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Sub-task,ITRC-2624,181144,171557,Solstice Promotional Poster,arakic,rsanchez,Medium,Closed,Fixed,16/Jan/17 11:47 AM,08/May/17 4:22 PM,26/Jan/17 12:00 AM
Task,ITRC-2620,180915,,Lightboard filming for Michael Iannozzi - Jan. 24,astew5,jsadle7,Medium,Closed,Fixed,13/Jan/17 11:03 AM,06/Mar/17 12:03 PM,
Sub-task,ITRC-2616,180254,175497,Articulate Storyline Template,astew5,astew5,Medium,Closed,Done,10/Jan/17 9:51 AM,12/Jan/17 9:52 AM,
Sub-task,ITRC-2615,180253,175497,OWL Lessons Page Framework,astew5,astew5,Medium,Closed,Done,10/Jan/17 9:49 AM,12/Jan/17 9:53 AM,
Sub-task,ITRC-2578,176097,171877,Test what can be done with json files on owl,cstew2,cstew2,Medium,Closed,Done,25/Nov/16 1:19 PM,21/Dec/16 9:37 AM,
Task,ITRC-2574,175799,,Animal Care Orientation,aheintz,apypstra,Medium,Roadmap,,23/Nov/16 9:03 AM,17/Apr/18 1:39 PM,
Task,ITRC-2573,175680,,Introduction Video for Lauren Anstey & Karyn Olsen ,rsanchez,rsanchez,Medium,Closed,Done,22/Nov/16 9:28 AM,16/Jan/19 5:28 PM,01/Dec/16 12:00 AM
Task,ITRC-2571,175497,,CSRU Resident Modules,astew5,jsadle7,Medium,Closed,Reporter Timeout,18/Nov/16 5:01 PM,07/May/19 11:59 AM,
Task,ITRC-2568,174987,,Seminar in Biology 4920 Video Editing,arakic,arakic,Medium,Investigating,,14/Nov/16 2:12 PM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2566,174834,171877,Create UML Diagrams for game code,cstew2,cstew2,Medium,Closed,Incomplete,11/Nov/16 2:18 PM,30/Apr/18 9:54 AM,
Sub-task,ITRC-2564,174397,174384,Canon Mark II learning module,cbernasc,cbernasc,Medium,Open,,08/Nov/16 3:06 PM,26/Oct/18 1:13 PM,
Task,ITRC-2563,174384,,ITRC Learning Modules,cbernasc,cbernasc,Medium,Open,,08/Nov/16 2:16 PM,26/Oct/18 1:14 PM,
Sub-task,ITRC-2559,173929,156931,Take new Consultant Activity photos for ITRC Website,dcosman,dcosman,Medium,Closed,Fixed,04/Nov/16 9:02 AM,04/May/17 11:46 AM,
Task,ITRC-2557,173700,,Western 1010 - Information Security - Email Phishing,rsanchez,rsanchez,Medium,Closed,Done,02/Nov/16 2:13 PM,16/Jan/19 5:29 PM,22/Dec/16 12:00 AM
Task,ITRC-2552,173102,,Nursing Video Scene,cbernasc,cbernasc,Medium,Open,,27/Oct/16 3:25 PM,26/Oct/18 1:13 PM,
Task,ITRC-2544,172324,,French Studies Graduate Course,arakic,arakic,Medium,Closed,Done,20/Oct/16 12:43 PM,12/May/17 4:17 PM,
Sub-task,ITRC-2542,171892,171855,Create Technical Design Document,dcosman,dcosman,Medium,Closed,Incomplete,17/Oct/16 11:43 AM,11/Nov/16 10:29 AM,
Sub-task,ITRC-2541,171887,171855,Create Game Pitch,dcosman,dcosman,Medium,Closed,Done,17/Oct/16 11:22 AM,31/Oct/16 11:49 AM,
Sub-task,ITRC-2540,171880,171877,Write up game design technical proposal,cstew2,cstew2,Medium,Closed,Incomplete,17/Oct/16 10:57 AM,30/Apr/18 9:55 AM,
Task,ITRC-2539,171877,,ARM Emulation Gamification Project,cstew2,cstew2,Medium,Closed,Incomplete,17/Oct/16 10:52 AM,30/Apr/18 9:54 AM,
Task,ITRC-2536,171855,,David's Gamification Project,dcosman,dcosman,Medium,Closed,Done,17/Oct/16 10:03 AM,11/Nov/16 10:32 AM,21/Oct/16 12:00 AM
Sub-task,ITRC-2535,171842,171877,Write up game design proposal,cstew2,cstew2,Medium,Closed,Done,17/Oct/16 9:38 AM,04/Nov/16 1:16 PM,21/Oct/16 12:00 AM
Sub-task,ITRC-2532,171561,170775,Edit MOS 1023A Lecture,,astew5,Medium,Closed,Done,13/Oct/16 9:42 AM,17/Oct/16 3:53 PM,
Task,ITRC-2531,171557,,Solstice Overview Video,jroach7,rsanchez,Medium,Closed,Done,13/Oct/16 9:29 AM,16/Jan/19 5:29 PM,
Task,ITRC-2521,170775,,Filming Guest Lecture: MOS 1023A 001 FW16,astew5,astew5,Medium,Closed,Done,04/Oct/16 2:04 PM,27/Mar/19 2:46 PM,
Sub-task,ITRC-2520,170750,152687,SCORM Attempts Testing and Tracking,,rsanchez,Medium,Closed,Done,04/Oct/16 12:33 PM,22/Nov/16 9:29 AM,
Sub-task,ITRC-2519,170749,152687,Shop Training Troubleshoot User Guide ,olo3,rsanchez,Medium,Closed,Done,04/Oct/16 12:30 PM,14/Oct/16 8:57 AM,
Sub-task,ITRC-2514,170313,170306,Create Office Sway Presentation,dcosman,dcosman,Medium,Closed,Done,30/Sep/16 11:00 AM,31/Oct/16 10:03 AM,
Sub-task,ITRC-2513,170308,170306,Prepare a Powerpoint Presentation,dcosman,dcosman,Medium,Closed,Done,30/Sep/16 10:53 AM,31/Oct/16 10:01 AM,
Task,ITRC-2512,170306,,Greek Mythology OWL Project Site,dcosman,dcosman,Medium,Closed,Fixed,30/Sep/16 10:51 AM,31/Oct/16 11:49 AM,
Task,ITRC-2509,170119,,BlackBoard Collaborate Session: Music 2880R 001 FW16,astew5,astew5,Medium,Closed,Done,29/Sep/16 9:43 AM,27/Mar/19 2:46 PM,
Service Request,ITRC-2496,168940,,JAP 1036 & 2260 - CDs audio on owl + Site improvements,,olo3,Medium,Closed,Done,20/Sep/16 11:34 AM,15/May/18 1:28 PM,
Task,ITRC-2494,168856,,Gathering Western 1010 information,cbernasc,cbernasc,Medium,Closed,Done,20/Sep/16 8:57 AM,20/Sep/16 11:11 AM,
Task,ITRC-2456,165620,,Western 1010 - Update Code of Student Conduct Video ,ifarrukh,rsanchez,Medium,Closed,Done,01/Sep/16 11:14 AM,16/Jan/19 5:31 PM,
Task,ITRC-2449,165162,,Fall Perspectives 2016 - Dr. Airini Keynote,aheintz,rsanchez,Medium,Closed,Fixed,30/Aug/16 11:03 AM,16/Jan/19 5:32 PM,
Sub-task,ITRC-2448,165160,158748,Module 2_3 - Synonyms,nmccain,dcosman,Medium,Closed,Fixed,30/Aug/16 10:54 AM,21/Jun/17 11:46 AM,
Sub-task,ITRC-2447,165081,158748,Create Template - Articulate Storyline,dcosman,dcosman,Medium,Closed,Done,29/Aug/16 4:09 PM,29/Aug/16 4:31 PM,
Sub-task,ITRC-2446,165079,158748,Module 3 - Images,aheintz,cstew2,High,Open,,29/Aug/16 4:03 PM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2445,165037,158748,Module 2_2 - Homonyms and Homophones,dcosman,dcosman,High,Investigating,,29/Aug/16 2:17 PM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2443,165033,158748,Module 3_2 - Holonyms and Meronyms - Storyline,nmccain,cstew2,Medium,Closed,Fixed,29/Aug/16 2:15 PM,26/Jun/17 10:52 AM,
Sub-task,ITRC-2442,165025,158748,Module 3_1 - Hyperonyms and Hyponyms - Storyline,cstew2,cstew2,Medium,Investigating,,29/Aug/16 1:56 PM,26/Oct/18 1:14 PM,
Sub-task,ITRC-2440,164836,158748,Module 2_4 - Poly words,dcosman,dcosman,Medium,Roadmap,,26/Aug/16 4:13 PM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2439,164818,164768,WSC Day 3,astew5,astew5,Medium,Closed,Done,26/Aug/16 2:54 PM,02/Sep/16 2:27 PM,
Sub-task,ITRC-2438,164817,164768,WSC Day 2,astew5,astew5,Medium,Closed,Fixed,26/Aug/16 2:53 PM,02/Sep/16 2:27 PM,
Sub-task,ITRC-2437,164816,164768,WSC Day 1,astew5,astew5,Medium,Closed,Done,26/Aug/16 2:53 PM,02/Sep/16 2:26 PM,
Sub-task,ITRC-2436,164814,158748,Module 2_1 - Words Activity - Storyline,dcosman,dcosman,High,Roadmap,,26/Aug/16 2:44 PM,26/Oct/18 1:13 PM,
Task,ITRC-2434,164768,,Western Science Conference 2015 - Video Editing,astew5,astew5,Medium,Closed,Fixed,26/Aug/16 11:57 AM,27/Mar/19 3:03 PM,
Task,ITRC-2431,164464,,Introduction Video for BIOCHEM 4450A,jroach7,jroach7,Medium,Closed,Fixed,24/Aug/16 3:28 PM,01/Sep/16 2:29 PM,
Sub-task,ITRC-2429,164377,158748,Module 2 - Images,aheintz,dcosman,High,Investigating,,24/Aug/16 11:35 AM,26/Oct/18 1:13 PM,
Task,ITRC-2424,163464,,ITRC Website: New Window for External Links,dcosman,rsanchez,Medium,Closed,Fixed,17/Aug/16 9:45 AM,04/May/17 11:49 AM,
Task,ITRC-2423,163398,,OWL Course Site Banner - Film Studies 3373,astew5,astew5,Medium,Closed,Fixed,16/Aug/16 2:15 PM,17/Aug/16 12:00 PM,
Task,ITRC-2421,162789,,Dentistry Filming,ifarrukh,cbernasc,Medium,Closed,Done,10/Aug/16 4:11 PM,10/Jan/18 2:34 PM,
Task,ITRC-2412,161734,,Duplicate and Re-Organize LEG UP Site,astew5,rsanchez,Medium,Closed,Obsolete,29/Jul/16 11:52 AM,20/Mar/18 3:56 PM,
Sub-task,ITRC-2383,160314,152687,Tutorial Video,cbernasc,cbernasc,Medium,Closed,Done,15/Jul/16 4:19 PM,31/Aug/16 1:46 PM,
Sub-task,ITRC-2378,160066,104891,Unit 7 - Guessed Speaker,jroach7,dcosman,Medium,Closed,Done,13/Jul/16 4:17 PM,13/Jul/16 4:21 PM,
Sub-task,ITRC-2375,159969,104889,Gather footage and exports to one location on the Force,cbernasc,apypstra,Medium,Closed,Fixed,13/Jul/16 10:29 AM,04/Oct/16 11:22 AM,
Service Request,ITRC-2373,159914,,Project Request,ifarrukh,ifarrukh,Medium,Closed,Fixed,12/Jul/16 3:37 PM,15/May/18 1:28 PM,
Sub-task,ITRC-2346,159094,104889,Audio Clips,cbernasc,apypstra,Medium,Closed,Fixed,05/Jul/16 10:35 AM,12/Jul/16 9:57 AM,
Task,ITRC-2345,159092,,ISW and FDW Site Update,astew5,astew5,Medium,Closed,Done,05/Jul/16 10:30 AM,03/Aug/16 4:12 PM,
Sub-task,ITRC-2339,158906,158903,Upload Lectures from HDD,apypstra,apypstra,Medium,Closed,Fixed,04/Jul/16 11:50 AM,12/Jul/16 10:16 AM,
Sub-task,ITRC-2338,158905,158903,Create YouTube Account,apypstra,apypstra,Medium,Closed,Fixed,04/Jul/16 11:50 AM,12/Jul/16 10:15 AM,
Problem,ITRC-2337,158903,,CEE 9510 Lecture Upload,apypstra,apypstra,High,Closed,Fixed,04/Jul/16 11:49 AM,12/Jul/16 10:27 AM,
Sub-task,ITRC-2333,158788,158748,Create Excel File for Vocabulary,apypstra,apypstra,Medium,Closed,Done,30/Jun/16 3:32 PM,13/Jul/16 10:23 AM,
Sub-task,ITRC-2332,158787,158748,Create OWL Site,apypstra,apypstra,Medium,Closed,Done,30/Jun/16 3:31 PM,04/Jul/16 11:53 AM,
Sub-task,ITRC-2329,158749,158748,Investigate Duplication of Objects in Articulate,dcosman,apypstra,Medium,Closed,Fixed,30/Jun/16 11:48 AM,08/May/17 4:23 PM,
Task,ITRC-2328,158748,,FR1999 - Module / Game Development,dcosman,apypstra,High,Closed,Obsolete,30/Jun/16 11:47 AM,19/Mar/19 2:00 PM,
Task,ITRC-2318,158362,,FDW Primer site - intro video,cbernasc,cbernasc,Medium,Open,,28/Jun/16 10:05 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2314,158139,78596,OWL Tool - Polls,ifarrukh,dcosman,Low,Closed,Done,27/Jun/16 9:22 AM,29/Jun/16 3:57 PM,
Sub-task,ITRC-2313,158133,78596,OWL Tool - Certification,cbernasc,dcosman,Low,Open,,27/Jun/16 9:10 AM,26/Oct/18 1:13 PM,
Service Request,ITRC-2309,157643,,Inquiry for French Project,,arakic,Medium,Roadmap,,22/Jun/16 9:21 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2305,157535,104889,Clips: Shackleton,cbernasc,apypstra,Medium,Closed,Fixed,21/Jun/16 1:09 PM,12/Jul/16 9:57 AM,
Sub-task,ITRC-2301,157249,104889,Clips: Mike K. Unit 8,cbernasc,apypstra,Medium,Closed,Fixed,20/Jun/16 11:48 AM,28/Jun/16 10:00 AM,
Sub-task,ITRC-2298,157173,104889,Clips: WindEEE,cbernasc,apypstra,Medium,Closed,Done,20/Jun/16 9:40 AM,21/Jul/16 11:36 AM,
Task,ITRC-2294,156931,,ITRC Website Update - CMS - Phase I,dcosman,dcosman,High,Closed,Superseded,16/Jun/16 1:35 PM,10/Jan/18 2:34 PM,
Sub-task,ITRC-2287,156557,154808,MedSci 4900 - Module Videos,astew5,astew5,Medium,Closed,Fixed,14/Jun/16 12:21 PM,03/Aug/16 3:30 PM,
Service Request,ITRC-2269,155853,,create new OWL site banners,,deanna,Medium,Closed,Done,08/Jun/16 9:40 AM,15/May/18 1:28 PM,
Sub-task,ITRC-2262,155569,78596,Update Icons on OWL Tools page table,dcosman,dcosman,Low,Closed,Done,07/Jun/16 9:58 AM,08/Jun/16 2:30 PM,
Sub-task,ITRC-2249,154907,104889,Shakelton Final Export,olo3,cstew2,Medium,Closed,Done,31/May/16 3:18 PM,02/Jun/16 8:47 AM,
Sub-task,ITRC-2248,154896,104889,WindEEE Final Expo,cstew2,cstew2,Medium,Closed,Done,31/May/16 3:05 PM,02/Jun/16 8:39 AM,
Sub-task,ITRC-2245,154852,104889,Phin Perquin Final Export,olo3,cstew2,Medium,Closed,Fixed,31/May/16 12:27 PM,31/May/16 3:24 PM,
Task,ITRC-2244,154808,,MedSci 4900 Modules,jroach7,jsadle7,Medium,Closed,Fixed,31/May/16 9:56 AM,27/Mar/19 2:46 PM,
Sub-task,ITRC-2238,154728,104889,Mike Katchabaw Final Export,cstew2,cstew2,Medium,Closed,Fixed,30/May/16 2:13 PM,31/May/16 12:38 PM,
Sub-task,ITRC-2234,154680,104891,"Attach Games to Official Site Lessons: Unit 1, 2, 3, 4, 5, 6",dcosman,dcosman,Medium,Closed,Done,30/May/16 10:35 AM,06/Jun/16 12:06 PM,
Task,ITRC-2233,154673,,"Record audio for the ""Tom"" parts of the online learner project Module 1",cstew2,jsadle7,Medium,Closed,Done,30/May/16 10:16 AM,06/Jun/16 8:43 AM,
Task,ITRC-2232,154672,,"Record audio for the ""Ellen"" parts of the online learner project Module 1",ifarrukh,jsadle7,Medium,Closed,Done,30/May/16 10:14 AM,06/Jun/16 9:14 AM,
Sub-task,ITRC-2231,154640,104889,Clips: SAE Team,cbernasc,apypstra,Medium,Closed,Fixed,30/May/16 8:59 AM,03/Jun/16 10:11 AM,
Sub-task,ITRC-2230,154638,104889,Edit: SAE Race Team (Additional),olo3,apypstra,Medium,Closed,Fixed,30/May/16 8:53 AM,30/May/16 2:32 PM,
Task,ITRC-2225,154431,,Stream and record ITS dept presentation using Collab Ultra,dcosman,jwinkler,Medium,Closed,Done,26/May/16 4:37 PM,07/Jun/16 8:18 AM,
Sub-task,ITRC-2195,153049,104889,Clips: Perquin,ifarrukh,apypstra,Medium,Closed,Done,16/May/16 1:26 PM,30/May/16 1:38 PM,
Sub-task,ITRC-2194,153048,104889,Clips: Greg Marshall,olo3,apypstra,Medium,Closed,Fixed,16/May/16 1:25 PM,19/May/16 10:31 AM,
Sub-task,ITRC-2193,153046,104889,Clips: Makaran,jroach7,apypstra,Medium,Closed,Fixed,16/May/16 1:23 PM,17/May/16 10:29 AM,
Sub-task,ITRC-2192,153043,104889,Clips: Dr. Kang,cstew2,apypstra,Medium,Closed,Done,16/May/16 1:20 PM,31/May/16 12:44 PM,
Sub-task,ITRC-2187,152925,142026,Adjust and create a CSS for the Home Page,rsanchez,rsanchez,Medium,Closed,Done,16/May/16 9:43 AM,18/May/16 8:28 AM,
Sub-task,ITRC-2186,152916,142026,Create Achievement Badges ,astew5,rsanchez,Medium,Closed,Done,16/May/16 9:28 AM,27/Mar/19 2:46 PM,23/May/16 12:00 AM
Task,ITRC-2185,152790,,"SCORM Investigation - Tracking User Progress, Marks, etc",dcosman,dcosman,High,Closed,Incomplete,13/May/16 2:02 PM,05/Jan/18 3:58 PM,
Sub-task,ITRC-2180,152707,152687,Module 4 - Stationary Power Tools,olo3,arakic,Medium,Closed,Done,13/May/16 10:34 AM,31/Aug/16 1:45 PM,
Sub-task,ITRC-2179,152704,152687,Module 3 - Basic Abrasive and Cutting Theory,arakic,arakic,Medium,Closed,Done,13/May/16 10:33 AM,31/Aug/16 1:45 PM,
Sub-task,ITRC-2178,152703,152687,Module 2 - Identifying Hazards,olo3,arakic,Medium,Closed,Done,13/May/16 10:31 AM,31/Aug/16 1:45 PM,
Sub-task,ITRC-2177,152702,152687,Module 1 - General Safety Protocols,arakic,arakic,Medium,Closed,Done,13/May/16 10:29 AM,31/Aug/16 1:45 PM,
Task,ITRC-2175,152687,,Engineering Shop Training Modules ,olo3,arakic,Medium,Closed,Done,13/May/16 9:57 AM,19/Jan/18 1:33 PM,
Task,ITRC-2174,152668,,Olivier's Project Site,olo3,olo3,Medium,Closed,Done,13/May/16 8:53 AM,02/Aug/16 3:25 PM,
Task,ITRC-2172,152661,,Jodie's Project Site,jroach7,jroach7,Medium,Closed,Fixed,13/May/16 8:39 AM,29/Jul/16 9:44 AM,
Sub-task,ITRC-2171,152621,104889,WindEEE Video (Additional),cbernasc,cbernasc,Medium,Closed,Done,12/May/16 4:37 PM,01/Jun/16 1:32 PM,
Sub-task,ITRC-2170,152619,104889,Edit: Greg Marshall (Additional),cbernasc,cbernasc,Medium,Closed,Done,12/May/16 4:34 PM,01/Jun/16 1:32 PM,
Sub-task,ITRC-2169,152618,104889,Edit: Dr. Scott Shakelton (Additional),cbernasc,cbernasc,Medium,Closed,Done,12/May/16 4:34 PM,02/Jun/16 8:49 AM,
Sub-task,ITRC-2168,152617,104889,Edit: Phin Perquin (Additional),cbernasc,cbernasc,Medium,Closed,Done,12/May/16 4:32 PM,01/Jun/16 1:31 PM,
Task,ITRC-2167,152615,,Irma's Owl Project Site,ifarrukh,ifarrukh,Medium,Closed,Done,12/May/16 4:30 PM,04/Aug/16 12:51 PM,
Sub-task,ITRC-2166,152614,104889,Edit: John Makaran (Rough),jroach7,cbernasc,Medium,Closed,Fixed,12/May/16 4:29 PM,30/May/16 3:00 PM,
Task,ITRC-2165,152608,,Chris's Course Site Project,cstew2,cstew2,Low,Closed,Fixed,12/May/16 4:22 PM,03/Aug/16 8:36 AM,
Sub-task,ITRC-2164,152607,104891,Unit 6 - The Truth comes with Time (Flash Cards): Articulate Storyline Gamification,dcosman,dcosman,Medium,Closed,Fixed,12/May/16 4:17 PM,03/Jun/16 4:21 PM,06/Jun/16 12:00 AM
Sub-task,ITRC-2163,152606,104891,Unit 5 - Project Managers Hand: Articulate Storyline Gamification,dcosman,dcosman,Medium,Closed,Fixed,12/May/16 4:16 PM,03/Jun/16 4:28 PM,06/Jun/16 12:00 AM
Sub-task,ITRC-2162,152605,104891,Unit 4 - Jeopardy!: Articulate Storyline Gamification,jroach7,dcosman,Medium,Closed,Done,12/May/16 4:16 PM,06/Jun/16 9:51 AM,06/Jun/16 12:00 AM
Sub-task,ITRC-2161,152603,104891,Unit 3 - Phase the Facts (Matching): Articulate Storyline Gamification,ifarrukh,dcosman,Medium,Closed,Fixed,12/May/16 4:16 PM,02/Jun/17 10:39 AM,06/Jun/16 12:00 AM
Sub-task,ITRC-2160,152602,104891,Unit 2 - Big Business: Articulate Storyline Gamification,jroach7,dcosman,Medium,Closed,Done,12/May/16 4:16 PM,03/Jun/16 4:21 PM,06/Jun/16 12:00 AM
Sub-task,ITRC-2151,152337,104891,Unit 1 - Hangman: Articulate Storyline Gamification,astew5,dcosman,Medium,Closed,Fixed,11/May/16 3:54 PM,06/Jun/16 9:52 AM,06/Jun/16 12:00 AM
Sub-task,ITRC-2142,152197,78596,OWL Tool- Tests & Quizzes,cstew2,dcosman,High,Closed,Superseded,11/May/16 9:00 AM,09/Jan/18 9:15 AM,
Service Request,ITRC-2132,151902,,create fillable PDF form for Technology Risk Assessment review,astew5,deanna,Medium,Closed,Fixed,09/May/16 11:40 AM,15/May/18 1:28 PM,
Sub-task,ITRC-2124,151830,104889,Edit: SAE Race Team (Rough),olo3,apypstra,High,Closed,Done,09/May/16 9:20 AM,26/May/16 12:39 PM,
Sub-task,ITRC-2123,151829,104889,Edit: Mike K. (Rough),cstew2,apypstra,High,Closed,Done,09/May/16 9:20 AM,26/May/16 12:16 PM,
Sub-task,ITRC-2121,151827,104889,Edit: Dr. Kang (Rough),apypstra,apypstra,High,Closed,Fixed,09/May/16 9:18 AM,30/May/16 2:34 PM,
Sub-task,ITRC-2096,151539,78596,OWL Tools- Site Info,dcosman,dcosman,Medium,Investigating,,05/May/16 9:46 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2088,151461,104892,CEE 9510 - Create Design Package ,arakic,rsanchez,Medium,Closed,Fixed,04/May/16 2:42 PM,12/May/16 12:50 PM,13/May/16 12:00 AM
Task,ITRC-2081,151285,,Migrant Worker Workshop - Edit,ddorobek,apypstra,Medium,Closed,Fixed,04/May/16 10:33 AM,24/Aug/16 9:55 AM,
Service Request,ITRC-2073,151072,,Create banners for BSKTWEAVING 1001 training site,,deanna,Medium,Closed,Fixed,03/May/16 6:58 AM,15/May/18 1:28 PM,
Service Request,ITRC-2065,150953,,Update graphic for TwT,astew5,deanna,Medium,Closed,Fixed,02/May/16 11:36 AM,15/May/18 1:28 PM,
Sub-task,ITRC-2026,150265,104890,Create quiz questions from multiple answer questions,aheintz,deanna,Medium,Closed,Fixed,25/Apr/16 2:31 PM,04/Aug/16 10:27 AM,
Sub-task,ITRC-2003,150002,142026,Week 5 - New Module Social and Emotional Health,rsanchez,rsanchez,Medium,Closed,Done,21/Apr/16 11:14 AM,26/Apr/16 2:51 PM,
Sub-task,ITRC-2001,149998,142026,Ensure All Storyline Modules are SCORM Ready,rsanchez,rsanchez,Medium,Closed,Done,21/Apr/16 11:10 AM,06/May/16 8:58 AM,
Sub-task,ITRC-2000,149997,142026,Week 5 - Healthy Aging Articualte Module,rsanchez,rsanchez,Medium,Closed,Done,21/Apr/16 11:08 AM,26/Apr/16 3:44 PM,
Sub-task,ITRC-1997,149973,104889,Schedule B-Roll for Mike K. Shoot,apypstra,apypstra,Medium,Closed,Fixed,21/Apr/16 10:12 AM,17/Jul/17 9:17 AM,
Sub-task,ITRC-1996,149972,104889,Schedule B-Roll for Dr. Kang Shoot,apypstra,apypstra,Medium,Closed,Won't Fix,21/Apr/16 10:11 AM,17/Jul/17 9:17 AM,
Sub-task,ITRC-1965,149014,104890,Record Audio for Powerpoint slides,cbernasc,deanna,Medium,Open,,13/Apr/16 7:48 AM,25/Apr/16 9:18 AM,
Task,ITRC-1941,147762,,Collaborative Patient-centered Practice video,cbernasc,cbernasc,Medium,Open,,04/Apr/16 1:10 PM,26/Oct/18 1:13 PM,
Task,ITRC-1928,147227,,Convert images for web,fmirza8,sfoster9,High,Closed,Fixed,30/Mar/16 9:41 AM,31/Mar/16 5:09 PM,
Task,ITRC-1906,146169,,ITRC Door Hangers & Business Card Design,fmirza8,fmirza8,Medium,Investigating,,16/Mar/16 11:34 AM,26/Oct/18 1:13 PM,
Task,ITRC-1895,145470,,Video for Procurement Services,tkruljev,tkruljev,Medium,Closed,Done,09/Mar/16 10:49 AM,12/Apr/16 8:43 AM,
Sub-task,ITRC-1868,144144,78596,Collaborate UE documentation page,dcosman,dcosman,Medium,Investigating,,25/Feb/16 9:56 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-1852,143520,78596,OWL Tool- Lessons,arakic,dcosman,Medium,Closed,Fixed,19/Feb/16 10:33 AM,03/Aug/16 11:05 AM,
Sub-task,ITRC-1851,143516,78596,OWL Tool- Forums,ifarrukh,dcosman,Medium,Closed,Done,19/Feb/16 10:27 AM,17/Jun/16 3:55 PM,
Sub-task,ITRC-1850,143514,78596,OWL Tools - Assignments,dcosman,dcosman,Low,Closed,Duplicate,19/Feb/16 10:23 AM,11/May/16 4:00 PM,
